,resale_price,floor_area_sqm,Remaining_lease,Dist_nearest_station,Dist_nearest_primary_school,Dist_nearest_GHawker,Dist_CBD,flat_type_category,storey_category
2515,225000.0,45.0,64,1.281062,0.2340604,0.3136076,10.11529,flat_type_2.ROOM,storey_range_07.TO.09
2516,560000.0,149.0,72,1.035329,0.4179539,2.579207,14.78718,flat_type_EXECUTIVE,storey_range_04.TO.06
2517,1088000.0,107.0,89,0.4564692,0.1487464,0.2300523,1.453802,flat_type_5.ROOM,storey_range_13.TO.15
2518,580000.0,113.0,95,0.7602826,0.1922881,1.921596,18.21398,flat_type_5.ROOM,storey_range_07.TO.09
2519,380000.0,83.0,63,0.4785068,0.8148498,1.277475,8.207222,flat_type_4.ROOM,storey_range_01.TO.03
2520,345000.0,70.0,90,0.2564216,0.2840669,5.454607,14.6172,flat_type_3.ROOM,storey_range_04.TO.06
2521,370000.0,93.0,76,1.113146,0.2227273,2.212362,11.12298,flat_type_4.ROOM,storey_range_04.TO.06
2522,500000.0,124.0,70,0.6685764,0.8309171,2.564409,14.49396,flat_type_5.ROOM,storey_range_01.TO.03
2523,470000.0,95.0,92,0.2161389,0.208312,5.42333,14.56597,flat_type_4.ROOM,storey_range_10.TO.12
2524,456000.0,93.0,90,0.05554067,0.3159245,5.650465,14.81553,flat_type_4.ROOM,storey_range_07.TO.09
2525,828888.0,100.0,83,0.1462823,0.3613941,0.1263979,3.810241,flat_type_4.ROOM,storey_range_22.TO.24
2526,770000.0,91.0,87,0.3454142,0.3738376,0.2423685,5.619782,flat_type_4.ROOM,storey_range_22.TO.24
2527,360000.0,103.0,66,1.120237,0.139912,2.787628,19.22781,flat_type_4.ROOM,storey_range_07.TO.09
2528,830000.0,145.0,73,0.8270772,0.3882415,1.130688,12.25828,flat_type_EXECUTIVE,storey_range_04.TO.06
2529,480000.0,123.0,77,0.5981555,0.1538928,2.032494,17.71356,flat_type_5.ROOM,storey_range_04.TO.06
2530,420000.0,105.0,74,1.731724,0.1419803,3.538411,13.67439,flat_type_4.ROOM,storey_range_04.TO.06
2531,560000.0,120.0,75,1.274959,0.1850427,1.670971,12.1891,flat_type_5.ROOM,storey_range_13.TO.15
2532,375000.0,100.0,75,0.1197883,0.5238333,4.589107,14.8571,flat_type_4.ROOM,storey_range_10.TO.12
2533,538888.0,84.0,65,0.1784444,0.3050299,1.503992,7.646292,flat_type_4.ROOM,storey_range_10.TO.12
2534,500000.0,110.0,78,0.183743,0.3875727,2.590914,18.13156,flat_type_5.ROOM,storey_range_10.TO.12
2535,449000.0,93.0,94,1.1946,0.4613154,2.22702,14.92202,flat_type_4.ROOM,storey_range_10.TO.12
2536,625000.0,90.0,87,0.1613413,0.15824,2.850767,12.00422,flat_type_4.ROOM,storey_range_13.TO.15
2537,588000.0,146.0,66,0.8209273,0.3473789,1.557429,16.17353,flat_type_EXECUTIVE,storey_range_01.TO.03
2538,470000.0,92.0,93,1.308666,0.3234137,1.730143,12.05115,flat_type_4.ROOM,storey_range_01.TO.03
2539,425000.0,67.0,94,0.2712272,0.2415514,5.647065,14.77932,flat_type_3.ROOM,storey_range_16.TO.18
2540,580000.0,130.0,79,0.2426937,0.166324,2.258053,18.77239,flat_type_EXECUTIVE,storey_range_07.TO.09
2541,505000.0,118.0,74,0.5321423,0.1275331,1.693627,18.31661,flat_type_5.ROOM,storey_range_07.TO.09
2542,490000.0,68.0,94,0.3785004,0.489464,0.05604684,4.761896,flat_type_3.ROOM,storey_range_10.TO.12
2543,480000.0,95.0,91,0.2253457,0.2262118,5.531839,14.68239,flat_type_4.ROOM,storey_range_13.TO.15
2544,808000.0,154.0,66,0.5296993,0.2337154,0.6381888,12.2878,flat_type_EXECUTIVE,storey_range_04.TO.06
2545,500000.0,120.0,76,0.0551478,0.4571767,3.250573,12.39272,flat_type_5.ROOM,storey_range_16.TO.18
2546,668000.0,146.0,72,0.8803254,0.4743907,2.163578,14.23035,flat_type_EXECUTIVE,storey_range_07.TO.09
2547,739000.0,137.0,74,0.4586188,0.6105211,0.2350503,6.366685,flat_type_5.ROOM,storey_range_13.TO.15
2548,365000.0,82.0,54,0.998616,0.2929568,0.2072521,3.494216,flat_type_4.ROOM,storey_range_01.TO.03
2549,268000.0,67.0,56,0.7151715,0.4995793,0.4331631,9.540443,flat_type_3.ROOM,storey_range_01.TO.03
2550,425000.0,110.0,79,0.260409,0.3105797,3.297542,12.33525,flat_type_5.ROOM,storey_range_01.TO.03
2551,548000.0,121.0,61,0.4313842,0.1346095,0.410825,5.497241,flat_type_5.ROOM,storey_range_01.TO.03
2552,355000.0,92.0,75,0.8472106,0.4610759,2.311563,19.08835,flat_type_4.ROOM,storey_range_04.TO.06
2553,260000.0,46.0,92,0.3280629,0.2878545,5.326625,14.46932,flat_type_2.ROOM,storey_range_04.TO.06
2554,510000.0,121.0,63,0.9656731,0.5354059,2.389688,12.7675,flat_type_5.ROOM,storey_range_10.TO.12
2555,435000.0,111.0,80,1.707402,0.5725153,1.439841,18.20711,flat_type_5.ROOM,storey_range_13.TO.15
2556,600000.0,147.0,77,0.55647,0.194025,1.844357,18.01043,flat_type_EXECUTIVE,storey_range_01.TO.03
2557,508000.0,128.0,71,1.126169,0.1301702,2.732924,15.03828,flat_type_5.ROOM,storey_range_07.TO.09
2558,410000.0,92.0,80,0.08596239,0.2035376,1.881471,18.03008,flat_type_4.ROOM,storey_range_01.TO.03
2559,450000.0,93.0,94,0.2629368,0.2460078,3.78523,12.91986,flat_type_4.ROOM,storey_range_13.TO.15
2560,726000.0,145.0,67,0.4883925,0.3389816,1.996576,11.15942,flat_type_EXECUTIVE,storey_range_01.TO.03
2561,345000.0,84.0,63,0.9805442,0.157894,1.251599,17.12767,flat_type_4.ROOM,storey_range_10.TO.12
2562,560000.0,112.0,95,0.5657279,0.4921867,3.61655,15.55207,flat_type_5.ROOM,storey_range_13.TO.15
2563,331000.0,67.0,57,0.5135003,0.2177916,0.1342767,10.32121,flat_type_3.ROOM,storey_range_01.TO.03
2564,420000.0,89.0,64,0.4955908,0.2288351,1.556999,13.75253,flat_type_4.ROOM,storey_range_07.TO.09
2565,615000.0,122.0,70,0.5391976,0.08503421,1.964012,11.08683,flat_type_5.ROOM,storey_range_10.TO.12
2566,500000.0,93.0,89,0.3062386,0.1021434,5.43579,14.59706,flat_type_4.ROOM,storey_range_13.TO.15
2567,610000.0,112.0,95,0.3575085,0.3684582,4.914408,14.00471,flat_type_5.ROOM,storey_range_16.TO.18
2568,468000.0,121.0,78,0.4453693,0.1925762,2.87962,18.25611,flat_type_5.ROOM,storey_range_07.TO.09
2569,485000.0,110.0,82,1.127521,0.3805252,2.392218,11.2233,flat_type_5.ROOM,storey_range_13.TO.15
2570,1210000.0,154.0,66,0.2338742,0.157849,0.07590676,10.43107,flat_type_EXECUTIVE,storey_range_13.TO.15
2571,291000.0,73.0,64,0.5392585,0.2038553,2.492721,14.32197,flat_type_3.ROOM,storey_range_10.TO.12
2572,469000.0,93.0,94,0.18127,0.1033179,5.748762,14.90646,flat_type_4.ROOM,storey_range_04.TO.06
2573,565000.0,113.0,95,0.2805004,0.5435889,4.185728,13.30118,flat_type_5.ROOM,storey_range_16.TO.18
2574,545000.0,122.0,74,0.6387451,0.7125431,2.239425,14.60738,flat_type_5.ROOM,storey_range_10.TO.12
2575,515000.0,121.0,67,0.6546069,0.6444986,2.22692,14.49992,flat_type_5.ROOM,storey_range_04.TO.06
2576,560000.0,101.0,74,0.1756869,0.1849174,0.9801074,12.92457,flat_type_4.ROOM,storey_range_07.TO.09
2577,892888.0,138.0,75,0.2083739,0.3320768,1.438007,10.57972,flat_type_EXECUTIVE,storey_range_13.TO.15
2578,465000.0,62.0,82,0.3114,0.1847643,0.5514224,2.987947,flat_type_3.ROOM,storey_range_04.TO.06
2579,570000.0,110.0,79,0.6145227,0.1874437,0.3727679,8.873619,flat_type_5.ROOM,storey_range_01.TO.03
2580,383000.0,73.0,57,0.3065734,0.6233199,0.2986465,9.708285,flat_type_3.ROOM,storey_range_10.TO.12
2581,565000.0,93.0,95,0.1625848,0.2572053,5.597574,14.68659,flat_type_4.ROOM,storey_range_13.TO.15
2582,290000.0,66.0,50,0.5918787,0.08545819,0.442574,4.54733,flat_type_3.ROOM,storey_range_10.TO.12
2583,755000.0,112.0,92,0.9893936,0.3771875,2.396679,11.47463,flat_type_5.ROOM,storey_range_13.TO.15
2584,655000.0,146.0,67,0.9590314,0.6683179,1.579744,11.45739,flat_type_EXECUTIVE,storey_range_01.TO.03
2585,365000.0,91.0,78,0.2210742,0.3700188,3.818878,12.91719,flat_type_4.ROOM,storey_range_01.TO.03
2586,455000.0,93.0,91,0.1030436,0.2475384,5.588136,14.73115,flat_type_4.ROOM,storey_range_07.TO.09
2587,950000.0,99.0,94,0.7473332,0.5614092,1.052029,4.489666,flat_type_5.ROOM,storey_range_07.TO.09
2588,520000.0,95.0,91,0.1949138,0.2090775,5.099243,14.21518,flat_type_4.ROOM,storey_range_16.TO.18
2589,592000.0,146.0,74,0.375147,0.1476539,5.759963,17.1258,flat_type_EXECUTIVE,storey_range_04.TO.06
2590,535000.0,146.0,71,0.9192911,0.3914686,2.06302,18.72857,flat_type_EXECUTIVE,storey_range_10.TO.12
2591,338000.0,82.0,53,0.8572812,0.2021626,0.1746101,6.413929,flat_type_4.ROOM,storey_range_07.TO.09
2592,520000.0,82.0,52,0.4511024,0.9813188,0.2399271,6.824599,flat_type_4.ROOM,storey_range_10.TO.12
2593,370000.0,96.0,62,0.7086132,0.3139511,0.2921552,16.75243,flat_type_4.ROOM,storey_range_07.TO.09
2594,230000.0,76.0,50,0.6586479,0.2382317,0.8809092,5.274536,flat_type_3.ROOM,storey_range_04.TO.06
2595,255000.0,68.0,62,0.6806704,0.2216195,0.2894162,16.26031,flat_type_3.ROOM,storey_range_07.TO.09
2596,625000.0,68.0,91,0.4154348,0.3318502,0.04628609,5.052793,flat_type_3.ROOM,storey_range_25.TO.27
2597,290000.0,74.0,61,0.8031547,0.5439698,0.5040042,17.04656,flat_type_3.ROOM,storey_range_04.TO.06
2598,362000.0,65.0,52,0.5330582,0.9620434,0.2980198,6.736059,flat_type_3.ROOM,storey_range_13.TO.15
2599,283000.0,68.0,58,1.095237,1.114884,0.1647319,10.00774,flat_type_3.ROOM,storey_range_10.TO.12
2600,215000.0,38.0,46,0.1991479,0.3071659,0.1480474,6.140721,flat_type_2.ROOM,storey_range_01.TO.03
2601,448000.0,92.0,93,1.491647,0.623122,2.346346,15.07062,flat_type_4.ROOM,storey_range_07.TO.09
2602,450000.0,111.0,79,1.454039,0.4527193,1.243683,18.04399,flat_type_5.ROOM,storey_range_13.TO.15
2603,625000.0,131.0,78,0.2706086,0.4371981,2.515846,18.1216,flat_type_EXECUTIVE,storey_range_07.TO.09
2604,378000.0,87.0,51,0.4851254,0.5210622,0.3918353,6.387966,flat_type_4.ROOM,storey_range_10.TO.12
2605,565000.0,97.0,91,0.2265841,0.2568873,5.199717,14.32531,flat_type_4.ROOM,storey_range_13.TO.15
2606,975000.0,134.0,46,0.5747414,0.2365324,0.4344197,5.75836,flat_type_4.ROOM,storey_range_01.TO.03
2607,420000.0,67.0,93,1.045125,0.4278087,1.72495,12.79875,flat_type_3.ROOM,storey_range_10.TO.12
2608,550000.0,149.0,66,0.373249,0.2370195,1.250922,18.68638,flat_type_EXECUTIVE,storey_range_01.TO.03
2609,340000.0,84.0,65,1.087694,0.0713233,1.43672,17.14158,flat_type_4.ROOM,storey_range_10.TO.12
2610,240000.0,67.0,50,1.07821,0.8132705,0.3630837,15.17385,flat_type_3.ROOM,storey_range_04.TO.06
2611,426000.0,60.0,58,0.3089351,1.226659,0.08500896,0.5863694,flat_type_3.ROOM,storey_range_10.TO.12
2612,578000.0,111.0,78,0.5047537,0.6637324,0.9266983,17.541,flat_type_5.ROOM,storey_range_04.TO.06
2613,370000.0,92.0,59,1.064612,0.7543788,0.4434707,10.0273,flat_type_4.ROOM,storey_range_04.TO.06
2614,375000.0,68.0,91,0.3050416,0.4159149,3.311406,12.47331,flat_type_3.ROOM,storey_range_10.TO.12
2615,670000.0,151.0,63,0.4901306,0.1197805,0.4316444,16.0286,flat_type_EXECUTIVE,storey_range_10.TO.12
2616,711000.0,113.0,95,0.813076,0.5203627,2.551823,11.64588,flat_type_5.ROOM,storey_range_16.TO.18
2617,380000.0,103.0,64,0.786756,0.104324,2.658697,14.53672,flat_type_4.ROOM,storey_range_07.TO.09
2618,260000.0,65.0,54,1.251285,0.4867333,0.3607896,5.976002,flat_type_3.ROOM,storey_range_07.TO.09
2619,410000.0,103.0,66,0.3111483,0.1596996,4.391852,13.87207,flat_type_4.ROOM,storey_range_10.TO.12
2620,422800.0,101.0,77,0.3905582,0.1331021,3.686113,12.84633,flat_type_4.ROOM,storey_range_10.TO.12
2621,543000.0,60.0,92,0.4625774,0.4021469,0.6586148,10.30198,flat_type_3.ROOM,storey_range_25.TO.27
2622,438000.0,103.0,67,0.6003,0.2300085,2.128485,11.28867,flat_type_4.ROOM,storey_range_07.TO.09
2623,295000.0,67.0,58,1.247979,1.058911,0.2924236,10.21218,flat_type_3.ROOM,storey_range_01.TO.03
2624,480888.0,90.0,93,0.3289352,0.2851294,5.996676,15.15364,flat_type_4.ROOM,storey_range_10.TO.12
2625,402000.0,104.0,75,1.345787,0.1506996,1.803699,12.27425,flat_type_4.ROOM,storey_range_01.TO.03
2626,375000.0,83.0,63,0.9408164,0.1148859,0.7905769,11.14361,flat_type_4.ROOM,storey_range_04.TO.06
2627,460000.0,93.0,94,0.2448239,0.2793538,3.723194,12.85439,flat_type_4.ROOM,storey_range_16.TO.18
2628,592000.0,113.0,93,0.8102624,0.101964,0.2246982,16.64708,flat_type_5.ROOM,storey_range_10.TO.12
2629,821888.0,110.0,80,0.4923161,0.363912,0.3142415,5.746025,flat_type_5.ROOM,storey_range_25.TO.27
2630,528000.0,125.0,73,0.5828727,0.1555105,5.540506,17.05262,flat_type_5.ROOM,storey_range_10.TO.12
2631,628888.0,111.0,93,0.1658904,0.1869915,5.305172,14.42593,flat_type_5.ROOM,storey_range_04.TO.06
2632,460000.0,93.0,91,0.1056761,0.2929957,5.20188,14.31443,flat_type_4.ROOM,storey_range_13.TO.15
2633,548888.0,90.0,87,0.2454585,0.2424321,2.983132,12.13347,flat_type_4.ROOM,storey_range_07.TO.09
2634,492000.0,122.0,77,0.3931969,0.2632513,3.486593,12.64979,flat_type_5.ROOM,storey_range_10.TO.12
2635,690000.0,93.0,95,0.8815185,0.4306996,1.131994,6.427474,flat_type_4.ROOM,storey_range_07.TO.09
2636,390000.0,102.0,76,0.5455013,0.327489,2.251882,18.73459,flat_type_4.ROOM,storey_range_10.TO.12
2637,350000.0,82.0,57,0.6023875,0.1441239,0.3422749,10.16251,flat_type_3.ROOM,storey_range_07.TO.09
2638,750000.0,122.0,67,0.4021194,0.7043799,0.8174456,7.918765,flat_type_5.ROOM,storey_range_04.TO.06
2639,343800.0,73.0,66,0.1909696,0.3921333,1.828134,14.74337,flat_type_3.ROOM,storey_range_10.TO.12
2640,690000.0,146.0,66,0.8394742,0.5969507,0.9697028,6.407889,flat_type_EXECUTIVE,storey_range_10.TO.12
2641,535000.0,93.0,92,0.2509345,0.302886,5.198421,14.34339,flat_type_4.ROOM,storey_range_13.TO.15
2642,392000.0,101.0,75,0.2353558,0.110213,2.472085,18.45125,flat_type_4.ROOM,storey_range_10.TO.12
2643,605000.0,90.0,81,0.7029784,0.1016227,0.3286875,4.880102,flat_type_4.ROOM,storey_range_10.TO.12
2644,510000.0,92.0,95,0.3575085,0.3684582,4.914408,14.00471,flat_type_4.ROOM,storey_range_13.TO.15
2645,460000.0,92.0,93,0.251403,0.2513093,5.648807,14.91038,flat_type_4.ROOM,storey_range_13.TO.15
2646,460000.0,110.0,82,0.132298,0.203008,4.995429,14.07541,flat_type_5.ROOM,storey_range_10.TO.12
2647,548888.0,113.0,94,0.8096996,0.2785153,3.491989,16.0492,flat_type_5.ROOM,storey_range_13.TO.15
2648,510000.0,112.0,93,1.093532,0.6230948,1.719951,16.62152,flat_type_5.ROOM,storey_range_01.TO.03
2649,305000.0,73.0,63,1.067657,0.6419939,2.278094,12.66068,flat_type_3.ROOM,storey_range_04.TO.06
2650,330000.0,82.0,58,1.093792,0.7957852,0.5021802,10.3937,flat_type_3.ROOM,storey_range_10.TO.12
2651,880000.0,105.0,92,0.5010498,0.1793578,0.6405107,9.771404,flat_type_5.ROOM,storey_range_13.TO.15
2652,295000.0,67.0,57,1.035577,0.1619075,0.1850359,8.569999,flat_type_3.ROOM,storey_range_07.TO.09
2653,455000.0,122.0,75,0.4465032,0.3777892,0.6307859,15.77405,flat_type_5.ROOM,storey_range_01.TO.03
2654,624000.0,92.0,84,0.6068436,0.462145,0.281613,10.99567,flat_type_4.ROOM,storey_range_13.TO.15
2655,397000.0,100.0,77,0.7779428,0.3254841,3.770034,16.34375,flat_type_4.ROOM,storey_range_10.TO.12
2656,280000.0,68.0,48,0.2714588,0.1525068,0.1269273,6.05886,flat_type_3.ROOM,storey_range_01.TO.03
2657,400000.0,84.0,63,0.6514737,0.2387108,0.6857878,7.492598,flat_type_4.ROOM,storey_range_07.TO.09
2658,320000.0,68.0,93,0.9272348,0.6638667,2.2115,18.74131,flat_type_3.ROOM,storey_range_04.TO.06
2659,975000.0,109.0,89,0.3303976,0.7238159,0.3528585,3.75439,flat_type_5.ROOM,storey_range_37.TO.39
2660,420000.0,103.0,70,0.4437123,0.4412497,2.364601,11.48113,flat_type_4.ROOM,storey_range_07.TO.09
2661,705000.0,93.0,94,0.4625076,0.8031815,0.2516697,6.507409,flat_type_4.ROOM,storey_range_01.TO.03
2662,430000.0,105.0,64,0.5375764,0.3063945,1.768151,13.9434,flat_type_4.ROOM,storey_range_04.TO.06
2663,355000.0,83.0,68,0.62109,0.2913436,1.659942,18.47148,flat_type_4.ROOM,storey_range_04.TO.06
2664,620000.0,146.0,74,1.395325,0.2573701,1.870271,18.67618,flat_type_EXECUTIVE,storey_range_07.TO.09
2665,705000.0,95.0,80,0.4131088,0.3130581,0.7135627,4.791433,flat_type_4.ROOM,storey_range_13.TO.15
2666,620000.0,115.0,78,1.104725,0.5575881,0.7578188,4.529908,flat_type_5.ROOM,storey_range_01.TO.03
2667,350000.0,89.0,57,0.5562673,0.2228793,0.3942208,9.021297,flat_type_3.ROOM,storey_range_04.TO.06
2668,415000.0,105.0,77,0.4246652,0.2720292,2.223504,17.55122,flat_type_4.ROOM,storey_range_04.TO.06
2669,415000.0,93.0,90,0.1310157,0.2122575,5.621148,14.78068,flat_type_4.ROOM,storey_range_01.TO.03
2670,1000000.0,95.0,89,0.2977394,0.3035498,0.2358297,1.319286,flat_type_4.ROOM,storey_range_37.TO.39
2671,430000.0,104.0,66,0.3257053,0.1316339,4.62822,14.12843,flat_type_4.ROOM,storey_range_13.TO.15
2672,247000.0,47.0,93,0.9276278,0.2296904,2.702283,19.13288,flat_type_2.ROOM,storey_range_01.TO.03
2673,290000.0,65.0,52,0.419859,0.3870662,0.2217213,4.433775,flat_type_3.ROOM,storey_range_10.TO.12
2674,455000.0,91.0,58,0.1502884,0.2212694,0.6197265,9.414672,flat_type_4.ROOM,storey_range_07.TO.09
2675,458000.0,92.0,93,0.3347379,0.1777705,3.266657,12.49376,flat_type_4.ROOM,storey_range_10.TO.12
2676,358000.0,64.0,64,0.1943922,0.6474809,1.428664,7.922662,flat_type_3.ROOM,storey_range_10.TO.12
2677,265000.0,68.0,59,1.401577,1.284328,0.4579556,19.88893,flat_type_3.ROOM,storey_range_04.TO.06
2678,335000.0,73.0,63,0.1027049,0.5794842,1.512439,13.86877,flat_type_3.ROOM,storey_range_01.TO.03
2679,570000.0,124.0,75,1.119124,0.1606825,1.552413,12.29091,flat_type_5.ROOM,storey_range_04.TO.06
2680,731000.0,95.0,89,0.5319228,0.8254837,0.09021556,6.332601,flat_type_4.ROOM,storey_range_16.TO.18
2681,990000.0,120.0,89,0.8207337,0.2136759,0.845215,8.034909,flat_type_5.ROOM,storey_range_07.TO.09
2682,440000.0,91.0,62,0.2645782,0.4043349,0.7699382,16.00194,flat_type_4.ROOM,storey_range_10.TO.12
2683,445000.0,135.0,62,1.005526,0.6271712,0.353535,16.67779,flat_type_5.ROOM,storey_range_04.TO.06
2684,270000.0,47.0,92,1.038946,0.4444453,0.5322584,17.35305,flat_type_2.ROOM,storey_range_10.TO.12
2685,468000.0,93.0,94,0.04860897,0.2903652,5.749965,14.91177,flat_type_4.ROOM,storey_range_04.TO.06
2686,590000.0,106.0,74,0.3612605,0.2906334,0.4650967,4.345979,flat_type_4.ROOM,storey_range_04.TO.06
2687,460800.0,111.0,83,0.0889013,0.2333446,5.56463,14.63828,flat_type_5.ROOM,storey_range_04.TO.06
2688,390000.0,104.0,71,0.6023494,0.1244627,3.772143,16.16233,flat_type_4.ROOM,storey_range_04.TO.06
2689,350000.0,103.0,71,0.5661617,0.1686863,3.850198,16.20302,flat_type_4.ROOM,storey_range_01.TO.03
2690,270000.0,68.0,59,0.9197856,0.3021672,0.2606761,10.37501,flat_type_3.ROOM,storey_range_01.TO.03
2691,475000.0,122.0,75,0.5811069,0.1587178,2.657801,18.79838,flat_type_5.ROOM,storey_range_04.TO.06
2692,335000.0,67.0,56,1.000911,0.4045748,0.3844878,10.62493,flat_type_3.ROOM,storey_range_04.TO.06
2693,305000.0,73.0,57,0.8992573,0.348853,0.4114939,9.634871,flat_type_3.ROOM,storey_range_07.TO.09
2694,235000.0,58.0,50,0.5691867,0.5974733,0.1662993,5.79783,flat_type_3.ROOM,storey_range_01.TO.03
2695,418000.0,100.0,75,1.612529,0.2154132,1.272084,10.02976,flat_type_4.ROOM,storey_range_01.TO.03
2696,250000.0,60.0,48,0.5478884,0.5056207,0.09433415,5.728504,flat_type_3.ROOM,storey_range_04.TO.06
2697,500000.0,118.0,82,0.7338845,0.3537759,2.925879,14.21982,flat_type_5.ROOM,storey_range_01.TO.03
2698,360000.0,105.0,67,1.089842,0.3151452,2.518701,19.11368,flat_type_4.ROOM,storey_range_01.TO.03
2699,382000.0,68.0,54,2.079932,0.3375458,0.3493869,6.744553,flat_type_3.ROOM,storey_range_01.TO.03
2700,562000.0,112.0,93,0.88337,0.4728453,1.540471,16.48739,flat_type_5.ROOM,storey_range_13.TO.15
2701,428000.0,110.0,80,0.5187302,0.08785216,3.617316,12.6711,flat_type_5.ROOM,storey_range_01.TO.03
2702,450000.0,93.0,94,0.2639318,0.1600804,3.844234,12.83659,flat_type_4.ROOM,storey_range_16.TO.18
2703,300000.0,73.0,65,0.8211336,0.3975577,2.37823,14.63355,flat_type_3.ROOM,storey_range_04.TO.06
2704,718000.0,103.0,74,0.4074471,0.2098147,0.2838491,5.76232,flat_type_4.ROOM,storey_range_07.TO.09
2705,609688.0,123.0,68,1.413782,0.3881758,0.9666663,8.523402,flat_type_5.ROOM,storey_range_01.TO.03
2706,505000.0,126.0,71,1.368636,0.3171259,3.087168,15.31201,flat_type_5.ROOM,storey_range_04.TO.06
2707,826888.0,100.0,83,0.157386,0.2900902,0.2885514,3.976845,flat_type_4.ROOM,storey_range_25.TO.27
2708,425000.0,92.0,93,0.2527149,0.3302988,3.473487,12.4729,flat_type_4.ROOM,storey_range_04.TO.06
2709,893000.0,122.0,67,0.4120402,0.2999172,0.2971534,10.53824,flat_type_5.ROOM,storey_range_01.TO.03
2710,698000.0,110.0,84,0.6614409,0.4830938,0.1551041,8.904663,flat_type_5.ROOM,storey_range_04.TO.06
2711,690000.0,105.0,80,0.3992574,0.4387101,0.4060654,2.769152,flat_type_5.ROOM,storey_range_19.TO.21
2712,338000.0,59.0,53,1.96181,0.2007373,0.447876,7.104017,flat_type_3.ROOM,storey_range_04.TO.06
2713,840000.0,110.0,84,0.2464883,0.4148123,0.4543525,5.588796,flat_type_5.ROOM,storey_range_07.TO.09
2714,850888.0,122.0,75,0.4458526,0.3673778,0.1993683,5.693787,flat_type_5.ROOM,storey_range_10.TO.12
2715,465800.0,106.0,74,1.512978,0.09145743,3.469712,13.8219,flat_type_4.ROOM,storey_range_07.TO.09
2716,600888.0,113.0,95,0.2679442,0.5096955,3.857804,15.47083,flat_type_5.ROOM,storey_range_10.TO.12
2717,588000.0,112.0,93,1.044039,0.537739,1.731689,16.41676,flat_type_5.ROOM,storey_range_07.TO.09
2718,325000.0,67.0,64,0.6716945,0.2194368,1.285776,16.54079,flat_type_3.ROOM,storey_range_04.TO.06
2719,655000.0,94.0,90,0.7766563,0.6897668,0.4874424,9.067565,flat_type_4.ROOM,storey_range_04.TO.06
2720,435000.0,115.0,77,0.2427696,0.1784517,3.529716,12.67193,flat_type_5.ROOM,storey_range_10.TO.12
2721,425000.0,89.0,80,0.3989588,0.2575965,3.493894,12.58489,flat_type_4.ROOM,storey_range_04.TO.06
2722,608000.0,112.0,93,0.1766086,0.2381448,4.114964,13.08085,flat_type_5.ROOM,storey_range_07.TO.09
2723,555000.0,113.0,95,0.7804385,0.5579859,3.395424,15.50651,flat_type_5.ROOM,storey_range_07.TO.09
2724,270000.0,67.0,55,1.021665,0.8679888,0.6216819,19.56453,flat_type_3.ROOM,storey_range_07.TO.09
2725,890000.0,112.0,89,0.4394109,0.1116616,0.2034361,9.763734,flat_type_5.ROOM,storey_range_16.TO.18
2726,330000.0,84.0,67,0.5362733,0.2626682,1.00486,18.93819,flat_type_4.ROOM,storey_range_04.TO.06
2727,555000.0,124.0,71,0.7671135,0.1074585,1.812981,13.86394,flat_type_5.ROOM,storey_range_07.TO.09
2728,505000.0,93.0,95,1.385546,0.4201177,1.840205,11.9719,flat_type_4.ROOM,storey_range_01.TO.03
2729,450000.0,93.0,95,0.3779937,0.1602151,4.60034,13.72416,flat_type_4.ROOM,storey_range_07.TO.09
2730,440000.0,72.0,58,0.2989827,0.239035,0.499889,1.610802,flat_type_3.ROOM,storey_range_10.TO.12
2731,310000.0,66.0,59,0.7313411,0.336368,0.3506923,4.560133,flat_type_3.ROOM,storey_range_16.TO.18
2732,320000.0,67.0,57,1.185618,1.316013,0.2590037,9.694028,flat_type_3.ROOM,storey_range_07.TO.09
2733,315000.0,65.0,54,0.147078,0.5805737,0.4222599,4.718433,flat_type_3.ROOM,storey_range_01.TO.03
2734,605000.0,106.0,67,0.4472721,0.8478683,1.589256,7.683393,flat_type_4.ROOM,storey_range_04.TO.06
2735,428000.0,105.0,67,0.8924724,0.684396,2.641508,14.71396,flat_type_4.ROOM,storey_range_07.TO.09
2736,319000.0,67.0,61,0.7220772,0.309653,0.1830774,8.955462,flat_type_3.ROOM,storey_range_07.TO.09
2737,380000.0,65.0,53,1.883483,0.198674,0.1612243,7.518348,flat_type_3.ROOM,storey_range_10.TO.12
2738,818000.0,93.0,91,0.5501394,0.4753855,0.4495894,2.438505,flat_type_4.ROOM,storey_range_22.TO.24
2739,454888.0,93.0,90,0.1310157,0.2122575,5.621148,14.78068,flat_type_4.ROOM,storey_range_10.TO.12
2740,415000.0,68.0,59,0.5352207,0.8308962,0.1557763,5.866298,flat_type_3.ROOM,storey_range_04.TO.06
2741,403888.0,104.0,66,0.5626393,0.2390973,2.096897,14.58228,flat_type_4.ROOM,storey_range_01.TO.03
2742,466000.0,93.0,93,0.7558962,0.1478793,0.3175083,16.559,flat_type_4.ROOM,storey_range_01.TO.03
2743,365000.0,67.0,93,0.8276007,0.2806013,1.999664,18.20027,flat_type_3.ROOM,storey_range_04.TO.06
2744,342000.0,103.0,66,1.099293,0.1509546,2.823042,19.20716,flat_type_4.ROOM,storey_range_04.TO.06
2745,260000.0,65.0,51,0.2468984,0.4384001,0.4520006,6.465359,flat_type_3.ROOM,storey_range_10.TO.12
